Date,Open,High,Low,Close,Adj Close,Volume
2010-11-04,121.279999,122.320000,119.970001,122.260002,98.704109,215039400
2010-11-05,122.339996,122.919998,122.180000,122.720001,99.075470,180654100
2010-11-08,122.339996,122.690002,121.940002,122.489998,98.889763,156107100
2010-11-09,122.820000,122.949997,121.120003,121.610001,98.179329,186621600
2010-11-10,121.580002,122.160004,120.660004,122.099998,98.574905,221387400
2010-11-11,121.050003,121.820000,120.680000,121.639999,98.203545,158017600
2010-11-12,120.820000,121.349998,119.650002,120.199997,97.040985,239068800
2010-11-15,120.580002,121.050003,119.980003,120.029999,96.903755,163940800
2010-11-16,119.290001,119.489998,117.589996,118.160004,95.394066,299566200
2010-11-17,118.209999,118.709999,117.860001,118.220001,95.442474,172308900
2010-11-18,119.360001,120.389999,119.349998,119.959999,96.847237,197723700
2010-11-19,119.900002,120.339996,119.250000,120.290001,97.113655,156852900
2010-11-22,119.690002,120.239998,118.769997,120.190002,97.032921,181361000
2010-11-23,118.769997,119.019997,117.989998,118.449997,95.628151,222309000
2010-11-24,119.199997,120.230003,119.180000,120.199997,97.040985,140046100
2010-11-26,119.160004,119.809998,118.800003,118.800003,95.910736,76007800
2010-11-29,118.500000,119.480003,117.739998,119.160004,96.201363,223642300
2010-11-30,117.980003,119.169998,117.809998,118.489998,95.660469,233930700
2010-12-01,120.199997,121.239998,120.190002,121.010002,97.694916,221037200
2010-12-02,121.199997,122.650002,121.129997,122.559998,98.946320,191213600
2010-12-03,122.139999,123.029999,122.110001,122.889999,99.212708,151288900
2010-12-06,122.629997,123.040001,122.500000,122.760002,99.107750,103050500
2010-12-07,123.940002,124.010002,122.760002,122.830002,99.164261,206581000
2010-12-08,122.980003,123.379997,122.410004,123.279999,99.527565,138019200
2010-12-09,123.970001,124.019997,123.150002,123.760002,99.915077,123705100
2010-12-10,124.139999,124.599998,123.730003,124.480003,100.496368,117571700
2010-12-13,125.050003,125.199997,124.519997,124.559998,100.560944,133812700
2010-12-14,124.750000,125.230003,124.290001,124.669998,100.649765,147249600
2010-12-15,124.440002,124.930000,123.889999,124.099998,100.189590,160823100
2010-12-16,124.180000,124.910004,123.750000,124.820000,100.770828,185035200
2010-12-17,124.080002,124.459999,123.820000,124.300003,100.878792,141075300
2010-12-20,124.639999,124.900002,123.980003,124.599998,101.122261,119085500
2010-12-21,124.989998,125.470001,124.870003,125.389999,101.763435,94965500
2010-12-22,125.480003,125.820000,125.410004,125.779999,102.079926,78878100
2010-12-23,125.639999,125.779999,125.290001,125.599998,101.933823,70053700
2010-12-27,125.129997,125.769997,125.040001,125.650002,101.974411,58126000
2010-12-28,125.900002,125.949997,125.500000,125.830002,102.120499,55309100
2010-12-29,125.980003,126.199997,125.900002,125.919998,102.193558,58033100
2010-12-30,125.800003,126.129997,125.529999,125.720001,102.031235,76616900
2010-12-31,125.529999,125.870003,125.330002,125.750000,102.055573,91218900
2011-01-03,126.709999,127.599998,125.699997,127.050003,103.110641,138725200
2011-01-04,127.330002,127.370003,126.190002,126.980003,103.053810,137409700
2011-01-05,126.580002,127.720001,126.459999,127.639999,103.589455,133975300
2011-01-06,127.690002,127.830002,127.010002,127.389999,103.386574,122519000
2011-01-07,127.559998,127.769997,126.150002,127.139999,103.183670,156034600
2011-01-10,126.580002,127.160004,126.199997,126.980003,103.053810,122401700
2011-01-11,127.440002,127.739998,126.949997,127.430000,103.419029,110287000
2011-01-12,128.210007,128.720001,127.459999,128.580002,104.352356,107929200
2011-01-13,128.630005,128.690002,128.050003,128.369995,104.181908,129048400
2011-01-14,128.190002,129.330002,128.100006,129.300003,104.936668,117677900
2011-01-18,129.179993,129.639999,129.029999,129.520004,105.115219,114401300
2011-01-19,129.410004,129.539993,127.910004,128.250000,104.084496,151958400
2011-01-20,127.959999,128.399994,127.129997,128.080002,103.946541,175745700
2011-01-21,128.880005,129.169998,128.229996,128.369995,104.181908,151462900
2011-01-24,128.289993,129.250000,128.259995,129.100006,104.774376,113715500
2011-01-25,128.759995,129.279999,128.110001,129.169998,104.831177,167552200
2011-01-26,129.490005,130.050003,129.229996,129.669998,105.236954,141281500
2011-01-27,129.699997,130.210007,129.470001,129.990005,105.496643,123302700
2011-01-28,130.139999,130.350006,127.510002,127.720001,103.654388,295637300
2011-01-31,128.070007,128.779999,127.750000,128.679993,104.433487,149249200
2011-02-01,129.460007,130.970001,129.380005,130.740005,106.105347,167194300
2011-02-02,130.399994,130.839996,130.330002,130.490005,105.902458,118323600
2011-02-03,130.259995,130.979996,129.570007,130.779999,106.137810,145886700
2011-02-04,130.830002,131.199997,130.229996,131.149994,106.438087,134634800
2011-02-07,131.440002,132.399994,131.429993,131.970001,107.103577,112439100
2011-02-08,132.089996,132.639999,131.729996,132.570007,107.590530,99072800
2011-02-09,132.210007,132.630005,131.610001,132.270004,107.347054,146436700
2011-02-10,131.600006,132.470001,131.300003,132.320007,107.387634,162708500
2011-02-11,131.800003,133.279999,131.770004,133.110001,108.028740,137710300
2011-02-14,133.029999,133.539993,132.880005,133.429993,108.288460,101690700
2011-02-15,133.020004,133.220001,132.320007,133.009995,107.947601,119575400
2011-02-16,133.460007,134.009995,133.190002,133.850006,108.629341,130183500
2011-02-17,133.460007,134.429993,133.339996,134.250000,108.953964,109810500
2011-02-18,134.369995,134.690002,134.059998,134.529999,109.181213,130002400
2011-02-22,133.119995,134.559998,131.470001,131.830002,106.989967,233116400
2011-02-23,131.750000,132.070007,130.210007,131.020004,106.332619,227584000
2011-02-24,130.880005,131.440002,129.699997,130.929993,106.259529,260431400
2011-02-25,131.479996,132.410004,131.399994,132.330002,107.395744,141686900
2011-02-28,132.820007,133.320007,132.380005,133.149994,108.061241,141585500
2011-03-01,133.570007,133.690002,130.889999,130.929993,106.259529,258565500
2011-03-02,130.750000,131.820007,130.350006,131.210007,106.486778,200277400
2011-03-03,132.399994,133.619995,132.389999,133.470001,108.320946,176480100
2011-03-04,133.369995,133.630005,131.600006,132.470001,107.509369,277202300
2011-03-07,132.860001,133.160004,130.740005,131.429993,106.665352,216790400
2011-03-08,131.639999,133.000000,131.070007,132.580002,107.598656,174615000
2011-03-09,132.320007,132.800003,131.600006,132.389999,107.444458,153806000
2011-03-10,131.000000,131.179993,129.809998,129.940002,105.456078,301291800
2011-03-11,129.520004,131.309998,129.490005,130.839996,106.186493,225621800
2011-03-14,129.990005,130.479996,129.059998,130.050003,105.545357,234974100
2011-03-15,126.589996,129.330002,126.500000,128.559998,104.336105,359585400
2011-03-16,128.149994,128.570007,125.279999,126.180000,102.404549,468670300
2011-03-17,128.000000,128.389999,127.099998,127.849998,103.759880,254303700
2011-03-18,128.839996,128.880005,127.510002,127.760002,104.137299,230435400
2011-03-21,129.350006,130.009995,129.199997,129.740005,105.751198,153992600
2011-03-22,129.720001,129.889999,129.169998,129.289993,105.384392,129538600
2011-03-23,128.929993,130.000000,128.320007,129.660004,105.685974,148603100
2011-03-24,130.399994,131.089996,129.669998,130.899994,106.696701,159129800
2011-03-25,131.240005,131.869995,130.889999,131.300003,107.022728,155642800
2011-03-28,131.580002,131.919998,130.940002,130.979996,106.761909,109762400
2011-03-29,130.869995,131.899994,130.440002,131.860001,107.479218,129798800
2011-03-30,132.550003,133.160004,132.360001,132.770004,108.220955,135835000
2011-03-31,132.600006,132.960007,132.449997,132.589996,108.074219,132537100
2011-04-01,133.410004,133.770004,132.830002,133.149994,108.530663,153850100
2011-04-04,133.429993,133.669998,132.880005,133.259995,108.620338,100768900
2011-04-05,133.000000,133.830002,132.940002,133.240005,108.604050,120791500
2011-04-06,133.880005,134.000000,133.119995,133.660004,108.946365,120411600
2011-04-07,133.419998,133.979996,132.660004,133.320007,108.669250,170731500
2011-04-08,133.910004,133.990005,132.309998,132.860001,108.294296,147945400
2011-04-11,133.000000,133.449997,132.139999,132.460007,107.968254,121385400
2011-04-12,131.720001,131.979996,130.990005,131.470001,107.161301,161187400
2011-04-13,132.080002,132.179993,130.960007,131.460007,107.153152,162059000
2011-04-14,130.699997,131.759995,130.270004,131.559998,107.234665,161220400
2011-04-15,131.800003,132.369995,131.410004,132.039993,107.625893,170006700
2011-04-18,130.589996,132.029999,129.509995,130.559998,106.419586,210759300
2011-04-19,130.759995,131.350006,130.440002,131.309998,107.030891,124258800
2011-04-20,132.880005,133.389999,132.789993,133.100006,108.489922,156133800
2011-04-21,133.789993,133.839996,133.100006,133.779999,109.044174,135935400
2011-04-25,133.679993,133.860001,133.199997,133.639999,108.930077,65757100
2011-04-26,134.050003,135.059998,133.910004,134.789993,109.867439,146600000
2011-04-27,135.050003,135.869995,134.500000,135.669998,110.584717,143031000
2011-04-28,135.429993,136.289993,135.410004,136.110001,110.943382,124791100
2011-04-29,136.160004,136.570007,135.979996,136.429993,111.204185,115094100
2011-05-02,137.070007,137.179993,135.949997,136.220001,111.033043,126278700
2011-05-03,135.960007,136.190002,135.039993,135.729996,110.633621,138375000
2011-05-04,135.669998,135.729996,134.229996,134.830002,109.900047,182678500
2011-05-05,134.080002,134.949997,133.020004,133.610001,108.905594,226900000
2011-05-06,134.940002,135.630005,133.679993,134.199997,109.386551,222787200
2011-05-09,134.190002,135.110001,133.979996,134.720001,109.810371,114104500
2011-05-10,135.169998,136.110001,135.000000,135.869995,110.747757,114806900
2011-05-11,135.669998,135.690002,133.820007,134.440002,109.582184,193564200
2011-05-12,134.080002,135.360001,133.389999,135.080002,110.103828,171550700
2011-05-13,135.149994,135.339996,133.559998,134.039993,109.256088,157444900
2011-05-16,133.559998,134.610001,132.970001,133.190002,108.563278,141675400
2011-05-17,132.690002,133.350006,132.119995,133.169998,108.546959,192686200
2011-05-18,133.240005,134.500000,132.949997,134.360001,109.516945,135217900
2011-05-19,134.800003,135.029999,133.940002,134.679993,109.777771,119489500
2011-05-20,134.330002,134.679993,133.360001,133.610001,108.905594,182594900
2011-05-23,131.979996,132.720001,131.589996,132.059998,107.642227,168700000
2011-05-24,132.440002,132.729996,131.699997,131.949997,107.552567,147199600
2011-05-25,131.419998,132.940002,131.380005,132.389999,107.911240,151050100
2011-05-26,132.029999,133.240005,131.779999,133.000000,108.408401,164850000
2011-05-27,133.369995,133.869995,132.960007,133.509995,108.824112,120921900
2011-05-31,134.770004,134.919998,133.839996,134.899994,109.957100,164731200
2011-06-01,134.509995,134.919998,131.759995,131.869995,107.487320,233094300
2011-06-02,131.960007,132.240005,130.960007,131.729996,107.373215,200466800
2011-06-03,130.149994,131.419998,130.080002,130.419998,106.305428,234690200
2011-06-06,130.089996,130.360001,128.869995,129.039993,105.180618,179951200
2011-06-07,129.699997,130.070007,128.850006,128.960007,105.115410,161660500
2011-06-08,128.759995,129.190002,128.179993,128.419998,104.675240,198696400
2011-06-09,128.770004,129.929993,128.460007,129.399994,105.474068,160964400
2011-06-10,128.850006,128.929993,127.260002,127.599998,104.006851,238629400
2011-06-13,127.889999,128.240005,127.050003,127.699997,104.088371,207599800
2011-06-14,128.869995,129.770004,128.820007,129.320007,105.408821,160570400
2011-06-15,128.240005,129.300003,126.680000,127.019997,103.534088,300958000
2011-06-16,127.059998,127.970001,126.320000,127.300003,103.762352,308032800
2011-06-17,127.930000,127.940002,126.620003,127.050003,104.071991,233284900
2011-06-20,126.620003,127.970001,126.580002,127.699997,104.604424,159479000
2011-06-21,128.360001,129.699997,127.750000,129.449997,106.037903,193157300
2011-06-22,129.050003,129.809998,128.589996,128.669998,105.398972,176703000
2011-06-23,127.160004,128.639999,126.190002,128.300003,105.095901,334286500
2011-06-24,128.270004,128.369995,126.620003,126.809998,103.875381,226129300
2011-06-27,126.889999,128.429993,126.639999,127.940002,104.800995,168904700
2011-06-28,128.449997,129.630005,128.270004,129.610001,106.168991,165556300
2011-06-29,130.199997,130.929993,129.630005,130.720001,107.078201,244295500
2011-06-30,131.139999,132.179993,130.710007,131.970001,108.102158,223322700
2011-07-01,132.089996,134.100006,131.779999,133.919998,109.699471,202385700
2011-07-05,133.779999,134.080002,133.389999,133.809998,109.609352,165936000
2011-07-06,133.490005,134.139999,133.110001,133.970001,109.740425,143331600
2011-07-07,135.160004,135.699997,134.880005,135.360001,110.879036,170464200
2011-07-08,133.830002,135.360001,133.389999,134.399994,110.092644,194100500
2011-07-11,132.750000,133.179993,131.660004,131.970001,108.102158,195918600
2011-07-12,131.690002,132.779999,131.360001,131.399994,107.635231,214675700
2011-07-13,132.089996,133.220001,131.520004,131.839996,107.995659,204062600
2011-07-14,132.169998,132.779999,130.679993,130.929993,107.250244,226111800
2011-07-15,131.660004,131.869995,130.770004,131.690002,107.872795,220012800
2011-07-18,131.080002,131.279999,129.630005,130.610001,106.988106,196872100
2011-07-19,131.339996,132.889999,131.309998,132.729996,108.724701,166554900
2011-07-20,133.070007,133.149994,132.419998,132.649994,108.659164,137145400
2011-07-21,133.399994,134.820007,132.669998,134.490005,110.166382,245246300
2011-07-22,134.520004,134.720001,133.759995,134.580002,110.240112,126019400
2011-07-25,133.300003,134.490005,133.160004,133.830002,109.625778,136653800
2011-07-26,133.740005,133.960007,133.029999,133.330002,109.216171,131278200
2011-07-27,132.589996,132.630005,130.429993,130.600006,106.979927,249020100
2011-07-28,130.600006,131.770004,130.009995,130.220001,106.668663,207939900
2011-07-29,128.910004,130.550003,127.970001,129.330002,105.939636,307038400
2011-08-01,130.839996,130.960007,127.529999,128.779999,105.489059,325790900
2011-08-02,127.809998,128.500000,125.489998,125.489998,102.794106,346653800
2011-08-03,125.660004,126.309998,123.529999,126.169998,103.351128,370830800
2011-08-04,124.419998,124.620003,120.059998,120.260002,98.510010,520721800
2011-08-05,121.760002,122.070000,116.860001,120.080002,98.362556,655619200
2011-08-08,116.910004,120.120003,112.019997,112.260002,91.956848,702263900
2011-08-09,114.070000,117.639999,110.269997,117.480003,96.232796,717828700
2011-08-10,115.260002,116.279999,111.949997,112.290001,91.981415,662607400
2011-08-11,113.260002,118.919998,112.320000,117.330002,96.109917,487979700
2011-08-12,118.400002,119.209999,117.279999,118.120003,96.757042,313731600
2011-08-15,119.190002,120.739998,119.000000,120.620003,98.804893,258810600
2011-08-16,119.470001,120.690002,118.309998,119.589996,97.961174,294095200
2011-08-17,120.250000,121.199997,118.720001,119.669998,98.026726,238201100
2011-08-18,116.500000,119.709999,113.389999,114.510002,93.799965,512956300
2011-08-19,112.959999,115.879997,112.500000,112.639999,92.268135,428281300
2011-08-22,115.169998,115.230003,112.410004,112.730003,92.341858,275090600
2011-08-23,113.150002,116.570000,112.580002,116.440002,95.380859,331136600
2011-08-24,116.190002,118.239998,115.919998,118.080002,96.724266,246869700
2011-08-25,118.730003,119.400002,115.870003,116.279999,95.249832,312365400
2011-08-26,115.690002,118.510002,113.849998,117.970001,96.634171,314495900
2011-08-29,119.559998,121.430000,118.059998,121.360001,99.411072,190977200
2011-08-30,120.830002,122.430000,119.260002,121.680000,99.673180,241315700
2011-08-31,122.459999,123.510002,121.300003,122.220001,100.115524,301828400
2011-09-01,122.290001,123.400002,120.779999,120.940002,99.067017,254585900
2011-09-02,118.419998,120.870003,117.430000,117.849998,96.535873,255517200
2011-09-06,114.389999,117.160004,114.379997,116.989998,95.831390,285130500
2011-09-07,118.760002,120.339996,118.360001,120.290001,98.534561,209803200
2011-09-08,119.570000,120.940002,118.769997,119.040001,97.510658,250568200
2011-09-09,117.680000,119.059998,115.279999,115.919998,94.954926,380195100
2011-09-12,114.470001,116.760002,114.050003,116.669998,95.569267,305793500
